Date,Cash,Shares,Price,Portfolio_Value,Daily_Return,Peak,Drawdown,Buy_Hold_Value
2022-01-03 00:00:00-05:00,10000.0,0,178.64566040039062,10000.0,,10000.0,0.0,10000.0
2022-01-04 00:00:00-05:00,10000.0,0,176.3783416748047,10000.0,0.0,10000.0,0.0,9873.082910578163
2022-01-05 00:00:00-05:00,10000.0,0,171.68670654296875,10000.0,0.0,10000.0,0.0,9610.46051486361
2022-01-06 00:00:00-05:00,10000.0,0,168.8206787109375,10000.0,0.0,10000.0,0.0,9450.02964709958
2022-01-07 00:00:00-05:00,10000.0,0,168.987548828125,10000.0,0.0,10000.0,0.0,9459.37049068982
2022-01-10 00:00:00-05:00,10000.0,0,169.0071563720703,10000.0,0.0,10000.0,0.0,9460.468056894415
2022-01-11 00:00:00-05:00,10000.0,0,171.84376525878906,10000.0,0.0,10000.0,0.0,9619.252148282987
2022-01-12 00:00:00-05:00,10000.0,0,172.28546142578125,10000.0,0.0,10000.0,0.0,9643.976855617173
2022-01-13 00:00:00-05:00,10000.0,0,169.0071563720703,10000.0,0.0,10000.0,0.0,9460.468056894415
2022-01-14 00:00:00-05:00,10000.0,0,169.87091064453125,10000.0,0.0,10000.0,0.0,9508.818197083941
2022-01-18 00:00:00-05:00,10000.0,0,166.66131591796875,10000.0,0.0,10000.0,0.0,9329.155577831452
2022-01-19 00:00:00-05:00,10000.0,0,163.15731811523438,10000.0,0.0,10000.0,0.0,9133.013236904668
2022-01-20 00:00:00-05:00,10000.0,0,161.46914672851562,10000.0,0.0,10000.0,0.0,9038.5149220318
2022-01-21 00:00:00-05:00,10000.0,0,159.40794372558594,10000.0,0.0,10000.0,0.0,8923.135516883644
2022-01-24 00:00:00-05:00,10000.0,0,158.63255310058594,10000.0,0.0,10000.0,0.0,8879.731684780352
2022-01-25 00:00:00-05:00,10000.0,0,156.82655334472656,10000.0,0.0,10000.0,0.0,8778.63772303442
2022-01-26 00:00:00-05:00,10000.0,0,156.73822021484375,10000.0,0.0,10000.0,0.0,8773.693123222434
2022-01-27 00:00:00-05:00,10000.0,0,156.27691650390625,10000.0,0.0,10000.0,0.0,8747.870849683653
2022-01-28 00:00:00-05:00,10000.0,0,167.18154907226562,10000.0,0.0,10000.0,0.0,9358.276528943888
2022-01-31 00:00:00-05:00,10000.0,0,171.54928588867188,10000.0,0.0,10000.0,0.0,9602.768155923073
2022-02-01 00:00:00-05:00,10000.0,0,171.3824462890625,10000.0,0.0,10000.0,0.0,9593.429020607084
2022-02-02 00:00:00-05:00,10000.0,0,172.58969116210938,10000.0,0.0,10000.0,0.0,9661.00664159945
2022-02-03 00:00:00-05:00,10000.0,0,169.7040252685547,10000.0,0.0,10000.0,0.0,9499.476499356579
2022-02-04 00:00:00-05:00,10000.0,0,169.4190673828125,10000.0,0.0,10000.0,0.0,9483.525488562163
2022-02-07 00:00:00-05:00,10000.0,0,168.70159912109375,10000.0,0.0,10000.0,0.0,9443.363960982333
2022-02-08 00:00:00-05:00,10000.0,0,171.81700134277344,10000.0,0.0,10000.0,0.0,9617.753991767142
2022-02-09 00:00:00-05:00,10000.0,0,173.24200439453125,10000.0,0.0,10000.0,0.0,9697.521003658952
2022-02-10 00:00:00-05:00,10000.0,0,169.15367126464844,10000.0,0.0,10000.0,0.0,9468.669481560974
2022-02-11 00:00:00-05:00,10000.0,0,165.7336883544922,10000.0,0.0,10000.0,0.0,9277.230019640028
2022-02-14 00:00:00-05:00,10000.0,0,165.9695281982422,10000.0,0.0,10000.0,0.0,9290.431563031647
2022-02-15 00:00:00-05:00,10000.0,0,169.81211853027344,10000.0,0.0,10000.0,0.0,9505.527206744404
2022-02-16 00:00:00-05:00,10000.0,0,169.5762939453125,10000.0,0.0,10000.0,0.0,9492.32651748991
2022-02-17 00:00:00-05:00,10000.0,0,165.9695281982422,10000.0,0.0,10000.0,0.0,9290.431563031647
2022-02-18 00:00:00-05:00,10000.0,0,164.41676330566406,10000.0,0.0,10000.0,0.0,9203.51286099892
2022-02-22 00:00:00-05:00,10000.0,0,161.4881134033203,10000.0,0.0,10000.0,0.0,9039.57661447718
2022-02-23 00:00:00-05:00,10000.0,0,157.31137084960938,10000.0,0.0,10000.0,0.0,8805.776221881591
2022-02-24 00:00:00-05:00,10000.0,0,159.93533325195312,10000.0,0.0,10000.0,0.0,8952.65705830733
2022-02-25 00:00:00-05:00,10000.0,0,162.00900268554688,10000.0,0.0,10000.0,0.0,9068.734293485957
2022-02-28 00:00:00-05:00,10000.0,0,162.27432250976562,10000.0,0.0,10000.0,0.0,9083.586029801527
2022-03-01 00:00:00-05:00,10000.0,0,160.38742065429688,10000.0,0.0,10000.0,0.0,8977.963433023093
2022-03-02 00:00:00-05:00,10000.0,0,163.6895294189453,10000.0,0.0,10000.0,0.0,9162.804685659601
2022-03-03 00:00:00-05:00,10000.0,0,163.36520385742188,10000.0,0.0,10000.0,0.0,9144.650001084754
2022-03-04 00:00:00-05:00,10000.0,0,160.35792541503906,10000.0,0.0,10000.0,0.0,8976.312385962017
2022-03-07 00:00:00-05:00,10000.0,0,156.5546417236328,10000.0,0.0,10000.0,0.0,8763.416999481196
2022-03-08 00:00:00-05:00,10000.0,0,154.72669982910156,10000.0,0.0,10000.0,0.0,8661.094788550667
2022-03-09 00:00:00-05:00,10000.0,0,160.14173889160156,10000.0,0.0,10000.0,0.0,8964.210971186367
2022-03-10 00:00:00-05:00,10000.0,0,155.78807067871094,10000.0,0.0,10000.0,0.0,8720.506858635694
2022-03-11 00:00:00-05:00,10000.0,0,152.06338500976562,10000.0,0.0,10000.0,0.0,8512.011132481623
2022-03-14 00:00:00-04:00,10000.0,0,148.0242156982422,10000.0,0.0,10000.0,0.0,8285.911640197812
2022-03-15 00:00:00-04:00,10000.0,0,152.41717529296875,10000.0,0.0,10000.0,0.0,8531.815155843296
2022-03-16 00:00:00-04:00,10000.0,0,156.83961486816406,10000.0,0.0,10000.0,0.0,8779.368864412736
2022-03-17 00:00:00-04:00,10000.0,0,157.8518829345703,10000.0,0.0,10000.0,0.0,8836.032321232089
2022-03-18 00:00:00-04:00,10000.0,0,161.15396118164062,10000.0,0.0,10000.0,0.0,9020.871865594348
2022-03-21 00:00:00-04:00,10000.0,0,162.5298614501953,10000.0,0.0,10000.0,0.0,9097.890264220487
2022-03-22 00:00:00-04:00,10000.0,0,165.91058349609375,10000.0,0.0,10000.0,0.0,9287.132031320867
2022-03-23 00:00:00-04:00,10000.0,0,167.27662658691406,10000.0,0.0,10000.0,0.0,9363.598657364771
2022-03-24 00:00:00-04:00,10000.0,0,171.07009887695312,10000.0,0.0,10000.0,0.0,9575.944833674732
2022-03-25 00:00:00-04:00,10000.0,0,171.70889282226562,10000.0,0.0,10000.0,0.0,9611.702430242194
2022-03-28 00:00:00-04:00,10000.0,0,172.57376098632812,10000.0,0.0,10000.0,0.0,9660.114922441786
2022-03-29 00:00:00-04:00,10000.0,0,175.8758087158203,10000.0,0.0,10000.0,0.0,9844.952758529798
2022-03-30 00:00:00-04:00,10000.0,0,174.70632934570312,10000.0,0.0,10000.0,0.0,9779.489126919823
2022-03-31 00:00:00-04:00,10000.0,0,171.6007843017578,10000.0,0.0,10000.0,0.0,9605.650868717245
2022-04-01 00:00:00-04:00,10000.0,0,171.3059844970703,10000.0,0.0,10000.0,0.0,9589.148939477722
2022-04-04 00:00:00-04:00,10000.0,0,175.3648223876953,10000.0,0.0,10000.0,0.0,9816.349414514625
2022-04-05 00:00:00-04:00,10000.0,0,172.0430450439453,10000.0,0.0,10000.0,0.0,9630.407179125024
2022-04-06 00:00:00-04:00,10000.0,0,168.86868286132812,10000.0,0.0,10000.0,0.0,9452.716762492311
2022-04-07 00:00:00-04:00,10000.0,0,169.17337036132812,10000.0,0.0,10000.0,0.0,9469.772172588313
2022-04-08 00:00:00-04:00,10000.0,0,167.15869140625,10000.0,0.0,10000.0,0.0,9356.997031531839
2022-04-11 00:00:00-04:00,10000.0,0,162.8934783935547,10000.0,0.0,10000.0,0.0,9118.244351890145
2022-04-12 00:00:00-04:00,10000.0,0,164.7705841064453,10000.0,0.0,10000.0,0.0,9223.318592634843
2022-04-13 00:00:00-04:00,10000.0,0,167.4633331298828,10000.0,0.0,10000.0,0.0,9374.049879216469
2022-04-14 00:00:00-04:00,10000.0,0,162.44140625,10000.0,0.0,10000.0,0.0,9092.938831311505
2022-04-18 00:00:00-04:00,10000.0,0,162.22518920898438,10000.0,0.0,10000.0,0.0,9080.835708261608
2022-04-19 00:00:00-04:00,10000.0,0,164.5150146484375,10000.0,0.0,10000.0,0.0,9209.012649941636
2022-04-20 00:00:00-04:00,10000.0,0,164.34799194335938,10000.0,0.0,10000.0,0.0,9199.663264980156
2022-04-21 00:00:00-04:00,10000.0,0,163.5519256591797,10000.0,0.0,10000.0,0.0,9155.102077073576
2022-04-22 00:00:00-04:00,10000.0,0,159.001708984375,10000.0,0.0,10000.0,0.0,8900.395824226096
2022-04-25 00:00:00-04:00,10000.0,0,160.0729522705078,10000.0,0.0,10000.0,0.0,8960.36052103048
2022-04-26 00:00:00-04:00,10000.0,0,154.0977325439453,10000.0,0.0,10000.0,0.0,8625.88725629119
2022-04-27 00:00:00-04:00,10000.0,0,153.8717041015625,10000.0,0.0,10000.0,0.0,8613.234923070431
2022-04-28 00:00:00-04:00,10000.0,0,160.81982421875,10000.0,0.0,10000.0,0.0,9002.16797084864
2022-04-29 00:00:00-04:00,10000.0,0,154.93307495117188,10000.0,0.0,10000.0,0.0,8672.646993155457
2022-05-02 00:00:00-04:00,10000.0,0,155.23770141601562,10000.0,0.0,10000.0,0.0,8689.698986702964
2022-05-03 00:00:00-04:00,10000.0,0,156.73155212402344,10000.0,0.0,10000.0,0.0,8773.31986529916
2022-05-04 00:00:00-04:00,10000.0,0,163.1588592529297,10000.0,0.0,10000.0,0.0,9133.099504754213
2022-05-05 00:00:00-04:00,10000.0,0,154.06825256347656,10000.0,0.0,10000.0,0.0,8624.237063367238
2022-05-06 00:00:00-04:00,10000.0,0,154.79656982421875,10000.0,0.0,10000.0,0.0,8665.005882442374
2022-05-09 00:00:00-04:00,10000.0,0,149.65895080566406,10000.0,0.0,10000.0,0.0,8377.418766861734
2022-05-10 00:00:00-04:00,10000.0,0,152.07029724121094,10000.0,0.0,10000.0,0.0,8512.398056598884
2022-05-11 00:00:00-04:00,10000.0,0,144.18679809570312,10000.0,0.0,10000.0,0.0,8071.105548970158
2022-05-12 00:00:00-04:00,10000.0,0,140.3089599609375,10000.0,0.0,10000.0,0.0,7854.036848500502
2022-05-13 00:00:00-04:00,10000.0,0,144.78712463378906,10000.0,0.0,10000.0,0.0,8104.709865847515
2022-05-16 00:00:00-04:00,10000.0,0,143.24192810058594,10000.0,0.0,10000.0,0.0,8018.214815828391
2022-05-17 00:00:00-04:00,10000.0,0,146.8834991455078,10000.0,0.0,10000.0,0.0,8222.058057066952
2022-05-18 00:00:00-04:00,10000.0,0,138.5964813232422,10000.0,0.0,10000.0,0.0,7758.177893188786
2022-05-19 00:00:00-04:00,10000.0,0,135.18125915527344,10000.0,0.0,10000.0,0.0,7567.004922050592
2022-05-20 00:00:00-04:00,10000.0,0,135.41746520996094,10000.0,0.0,10000.0,0.0,7580.2269647331905
2022-05-23 00:00:00-04:00,10000.0,0,140.85031127929688,10000.0,0.0,10000.0,0.0,7884.33992539283
2022-05-24 00:00:00-04:00,10000.0,0,138.1437225341797,10000.0,0.0,10000.0,0.0,7732.833936439557
2022-05-25 00:00:00-04:00,10000.0,0,138.30117797851562,10000.0,0.0,10000.0,0.0,7741.647777424165
2022-05-26 00:00:00-04:00,10000.0,0,141.5097198486328,10000.0,0.0,10000.0,0.0,7921.251461215085
2022-05-27 00:00:00-04:00,10000.0,0,147.2771759033203,10000.0,0.0,10000.0,0.0,8244.094794871282
2022-05-31 00:00:00-04:00,10000.0,0,146.48983764648438,10000.0,0.0,10000.0,0.0,8200.022173399744
2022-06-01 00:00:00-04:00,10000.0,0,146.3618621826172,10000.0,0.0,10000.0,0.0,8192.858525339088
2022-06-02 00:00:00-04:00,10000.0,0,148.8223876953125,10000.0,0.0,10000.0,0.0,8330.59069902753
2022-06-03 00:00:00-04:00,10000.0,0,143.08447265625,10000.0,0.0,10000.0,0.0,8009.400974843782
2022-06-06 00:00:00-04:00,10000.0,0,143.8324737548828,10000.0,0.0,10000.0,0.0,8051.271630809136
2022-06-07 00:00:00-04:00,10000.0,0,146.3618621826172,10000.0,0.0,10000.0,0.0,8192.858525339088
2022-06-08 00:00:00-04:00,10000.0,0,145.62371826171875,10000.0,0.0,10000.0,0.0,8151.539641955967
2022-06-09 00:00:00-04:00,10000.0,0,140.38772583007812,10000.0,0.0,10000.0,0.0,7858.445904335617
2022-06-10 00:00:00-04:00,10000.0,0,134.96470642089844,10000.0,0.0,10000.0,0.0,7554.883007983961
2022-06-13 00:00:00-04:00,10000.0,0,129.79763793945312,10000.0,0.0,10000.0,0.0,7265.647407753618
2022-06-14 00:00:00-04:00,10000.0,0,130.6636962890625,10000.0,0.0,10000.0,0.0,7314.126522648898
2022-06-15 00:00:00-04:00,10000.0,0,133.2915496826172,10000.0,0.0,10000.0,0.0,7461.225164041305
2022-06-16 00:00:00-04:00,10000.0,0,128.00636291503906,10000.0,0.0,10000.0,0.0,7165.377688332538
2022-06-17 00:00:00-04:00,10000.0,0,129.48268127441406,10000.0,0.0,10000.0,0.0,7248.017163373029
2022-06-21 00:00:00-04:00,10000.0,0,133.72459411621094,10000.0,0.0,10000.0,0.0,7485.46557562607
2022-06-22 00:00:00-04:00,10000.0,0,133.2128448486328,10000.0,0.0,10000.0,0.0,7456.819524754687
2022-06-23 00:00:00-04:00,10000.0,0,136.0867462158203,10000.0,0.0,10000.0,0.0,7617.691127274802
2022-06-24 00:00:00-04:00,10000.0,0,139.4232177734375,10000.0,0.0,10000.0,0.0,7804.455896715005
2022-06-27 00:00:00-04:00,10000.0,0,139.4232177734375,10000.0,0.0,10000.0,0.0,7804.455896715005
2022-06-28 00:00:00-04:00,10000.0,0,135.26983642578125,10000.0,0.0,10000.0,0.0,7571.963188056567
2022-06-29 00:00:00-04:00,10000.0,0,137.03155517578125,10000.0,0.0,10000.0,0.0,7670.578443868073
2022-06-30 00:00:00-04:00,10000.0,0,134.5612030029297,10000.0,0.0,10000.0,0.0,7532.296205871646
2022-07-01 00:00:00-04:00,10000.0,0,136.73629760742188,10000.0,0.0,10000.0,0.0,7654.0508905148245
2022-07-05 00:00:00-04:00,10000.0,0,139.3247833251953,10000.0,0.0,10000.0,0.0,7798.945858126798
2022-07-06 00:00:00-04:00,10000.0,0,140.66326904296875,10000.0,0.0,10000.0,0.0,7873.8699125244
2022-07-07 00:00:00-04:00,10000.0,0,144.0391387939453,10000.0,0.0,10000.0,0.0,8062.840064019286
2022-07-08 00:00:00-04:00,10000.0,0,144.71823120117188,10000.0,0.0,10000.0,0.0,8100.853436731757
2022-07-11 00:00:00-04:00,10000.0,0,142.58250427246094,10000.0,0.0,10000.0,0.0,7981.302425869012
2022-07-12 00:00:00-04:00,10000.0,0,143.556884765625,10000.0,0.0,10000.0,0.0,8035.84506020898
2022-07-13 00:00:00-04:00,10000.0,0,143.19271850585938,10000.0,0.0,10000.0,0.0,8015.4602236028495
2022-07-14 00:00:00-04:00,10000.0,0,146.12564086914062,10000.0,0.0,10000.0,0.0,8179.635628519365
2022-07-15 00:00:00-04:00,10000.0,0,147.79881286621094,10000.0,0.0,10000.0,0.0,8273.294326599145
2022-07-18 00:00:00-04:00,10000.0,0,144.74777221679688,10000.0,0.0,10000.0,0.0,8102.507046204206
2022-07-19 00:00:00-04:00,10000.0,0,148.61569213867188,10000.0,0.0,10000.0,0.0,8319.020557543132
2022-07-20 00:00:00-04:00,10000.0,0,150.6234893798828,10000.0,0.0,10000.0,0.0,8431.410482756593
2022-07-21 00:00:00-04:00,10000.0,0,152.89703369140625,10000.0,0.0,10000.0,0.0,8558.676060125104
2022-07-22 00:00:00-04:00,10000.0,0,151.6569366455078,10000.0,0.0,10000.0,0.0,8489.259481904337
2022-07-25 00:00:00-04:00,10000.0,0,150.534912109375,10000.0,0.0,10000.0,0.0,8426.45221675062
2022-07-26 00:00:00-04:00,10000.0,0,149.2062530517578,10000.0,0.0,10000.0,0.0,8352.078226661002
2022-07-27 00:00:00-04:00,10000.0,0,154.3142852783203,10000.0,0.0,10000.0,0.0,8638.00917035782
2022-07-28 00:00:00-04:00,10000.0,0,154.8654327392578,10000.0,0.0,10000.0,0.0,8668.860603283883
2022-07-29 00:00:00-04:00,10000.0,0,159.94400024414062,10000.0,0.0,10000.0,0.0,8953.142208193874
2022-08-01 00:00:00-04:00,10000.0,0,158.95973205566406,10000.0,0.0,10000.0,0.0,8898.046092997425
2022-08-02 00:00:00-04:00,10000.0,0,157.4834442138672,10000.0,0.0,10000.0,0.0,8815.408326231183
2022-08-03 00:00:00-04:00,10000.0,0,163.50682067871094,10000.0,0.0,10000.0,0.0,9152.577247734444
2022-08-04 00:00:00-04:00,10000.0,0,163.19187927246094,10000.0,0.0,10000.0,0.0,9134.947857490979
2022-08-05 00:00:00-04:00,10000.0,0,162.96517944335938,10000.0,0.0,10000.0,0.0,9122.257942236756
2022-08-08 00:00:00-04:00,10000.0,0,162.49209594726562,10000.0,0.0,10000.0,0.0,9095.776274838094
2022-08-09 00:00:00-04:00,10000.0,0,162.54139709472656,10000.0,0.0,10000.0,0.0,9098.53599188638
2022-08-10 00:00:00-04:00,10000.0,0,166.79908752441406,10000.0,0.0,10000.0,0.0,9336.867581925842
2022-08-11 00:00:00-04:00,10000.0,0,166.05990600585938,10000.0,0.0,10000.0,0.0,9295.490617218276
2022-08-12 00:00:00-04:00,10000.0,0,169.61782836914062,10000.0,0.0,10000.0,0.0,9494.651478741978
2022-08-15 00:00:00-04:00,10000.0,0,170.69212341308594,10000.0,0.0,10000.0,0.0,9554.787002971201
2022-08-16 00:00:00-04:00,10000.0,0,170.534423828125,10000.0,0.0,10000.0,0.0,9545.959495792606
2022-08-17 00:00:00-04:00,10000.0,0,172.03248596191406,10000.0,0.0,10000.0,0.0,9629.816116235079
2022-08-18 00:00:00-04:00,10000.0,0,171.63824462890625,10000.0,0.0,10000.0,0.0,9607.747775357153
2022-08-19 00:00:00-04:00,10000.0,0,169.04617309570312,10000.0,0.0,10000.0,0.0,9462.652085520991
2022-08-22 00:00:00-04:00,10000.0,0,165.15316772460938,10000.0,0.0,10000.0,0.0,9244.734372749883
2022-08-23 00:00:00-04:00,10000.0,0,164.8180694580078,10000.0,0.0,10000.0,0.0,9225.97666736535
2022-08-24 00:00:00-04:00,10000.0,0,165.11373901367188,10000.0,0.0,10000.0,0.0,9242.527282420953
2022-08-25 00:00:00-04:00,10000.0,0,167.5776824951172,10000.0,0.0,10000.0,0.0,9380.450782825215
2022-08-26 00:00:00-04:00,10000.0,0,161.2601318359375,10000.0,0.0,10000.0,0.0,9026.814951704524
2022-08-29 00:00:00-04:00,10000.0,0,159.05242919921875,10000.0,0.0,10000.0,0.0,8903.234976026934
2022-08-30 00:00:00-04:00,10000.0,0,156.61805725097656,10000.0,0.0,10000.0,0.0,8766.966793369367
2022-08-31 00:00:00-04:00,10000.0,0,154.9524383544922,10000.0,0.0,10000.0,0.0,8673.730893166066
2022-09-01 00:00:00-04:00,10000.0,0,155.6817626953125,10000.0,0.0,10000.0,0.0,8714.5560852914
2022-09-02 00:00:00-04:00,10000.0,0,153.5627899169922,10000.0,0.0,10000.0,0.0,8595.942916991025
2022-09-06 00:00:00-04:00,10000.0,0,152.3012237548828,10000.0,0.0,10000.0,0.0,8525.32456783651
2022-09-07 00:00:00-04:00,10000.0,0,153.71060180664062,10000.0,0.0,10000.0,0.0,8604.21694331314
2022-09-08 00:00:00-04:00,10000.0,0,152.23223876953125,10000.0,0.0,10000.0,0.0,8521.463013898006
2022-09-09 00:00:00-04:00,10000.0,0,155.1002655029297,10000.0,0.0,10000.0,0.0,8682.005773625304
2022-09-12 00:00:00-04:00,10000.0,0,161.0728759765625,10000.0,0.0,10000.0,0.0,9016.332980916355
2022-09-13 00:00:00-04:00,10000.0,0,151.6211700439453,10000.0,0.0,10000.0,0.0,8487.257384485214
2022-09-14 00:00:00-04:00,10000.0,0,153.06997680664062,10000.0,0.0,10000.0,0.0,8568.356850290773
2022-09-15 00:00:00-04:00,10000.0,0,150.17239379882812,10000.0,0.0,10000.0,0.0,8406.159626953902
2022-09-16 00:00:00-04:00,10000.0,0,148.52647399902344,10000.0,0.0,10000.0,0.0,8314.02641777794
2022-09-19 00:00:00-04:00,10000.0,0,152.251953125,10000.0,0.0,10000.0,0.0,8522.566559062472
2022-09-20 00:00:00-04:00,10000.0,0,154.63706970214844,10000.0,0.0,10000.0,0.0,8656.077587083124
2022-09-21 00:00:00-04:00,10000.0,0,151.50291442871094,10000.0,0.0,10000.0,0.0,8480.637821772672
2022-09-22 00:00:00-04:00,10000.0,0,150.53704833984375,10000.0,0.0,10000.0,0.0,8426.571795948008
2022-09-23 00:00:00-04:00,10000.0,0,148.2603759765625,10000.0,0.0,10000.0,0.0,8299.131120469037
2022-09-26 00:00:00-04:00,10000.0,0,148.59547424316406,10000.0,0.0,10000.0,0.0,8317.88882585357
2022-09-27 00:00:00-04:00,10000.0,0,149.5712127685547,10000.0,0.0,10000.0,0.0,8372.50747839759
2022-09-28 00:00:00-04:00,10000.0,0,147.6788787841797,10000.0,0.0,10000.0,0.0,8266.580808802943
2022-09-29 00:00:00-04:00,10000.0,0,140.42501831054688,10000.0,0.0,10000.0,0.0,7860.533415467159
2022-09-30 00:00:00-04:00,10000.0,0,136.20675659179688,10000.0,0.0,10000.0,0.0,7624.408915756626
2022-10-03 00:00:00-04:00,10000.0,0,140.3954620361328,10000.0,0.0,10000.0,0.0,7858.878951857586
2022-10-04 00:00:00-04:00,10000.0,0,143.99281311035156,10000.0,0.0,10000.0,0.0,8060.246903710217
2022-10-05 00:00:00-04:00,10000.0,0,144.28848266601562,10000.0,0.0,10000.0,0.0,8076.797518765819
2022-10-06 00:00:00-04:00,10000.0,0,143.3324737548828,10000.0,0.0,10000.0,0.0,8023.283265523387
2022-10-07 00:00:00-04:00,10000.0,0,138.0695037841797,10000.0,0.0,10000.0,0.0,7728.679413467453
2022-10-10 00:00:00-04:00,10000.0,0,138.39474487304688,10000.0,0.0,10000.0,0.0,7746.8853462697525
2022-10-11 00:00:00-04:00,10000.0,0,136.97552490234375,10000.0,0.0,10000.0,0.0,7667.442052348014
2022-10-12 00:00:00-04:00,10000.0,0,136.3447265625,10000.0,0.0,10000.0,0.0,7632.132023633632
2022-10-13 00:00:00-04:00,10000.0,0,140.9276580810547,10000.0,0.0,10000.0,0.0,7888.669546475395
2022-10-14 00:00:00-04:00,10000.0,0,136.38417053222656,10000.0,0.0,10000.0,0.0,7634.339968099686
2022-10-17 00:00:00-04:00,10000.0,0,140.3560333251953,10000.0,0.0,10000.0,0.0,7856.671861528656
2022-10-18 00:00:00-04:00,10000.0,0,141.67669677734375,10000.0,0.0,10000.0,0.0,7930.598283765194
2022-10-19 00:00:00-04:00,10000.0,0,141.78512573242188,10000.0,0.0,10000.0,0.0,7936.66778216975
2022-10-20 00:00:00-04:00,10000.0,0,141.32191467285156,10000.0,0.0,10000.0,0.0,7910.738741490445
2022-10-21 00:00:00-04:00,10000.0,0,145.14596557617188,10000.0,0.0,10000.0,0.0,8124.7966085973
